,description,id,location,name,price,seller,strikethrough-price,url
399,"The licensed contractors at Aire Serv Heating &amp; Air Conditioning pride themselves on fast, thorough, and friendly service. Ensure your air and ...",1551754,,Furnace Tune-Up,$49.99,Aire Serv Heating & Air Conditioning of Monroeville,$99,https://www.livingsocial.com/deals/1551754-furnace-tune-up?pos=399
400,"Called ""NYC's little mystery thriller that could"" by Playbill.com, Perfect Crime has been delighting audiences with its tale of murder and mystery ...",1579966,New York,"Orchestra Ticket to ""Perfect Crime""",$30,"""Perfect Crime""",$68,https://www.livingsocial.com/events/1579966-orchestra-ticket-to-perfect-crime?pos=400
401,"Update your family photos, capture the cuteness of your growing kids, or commemorate your next noteworthy milestone with a professional photo sessi...",1590246,,Photography Session with Prints,$16,JCPenney Portraits,$119.88,https://www.livingsocial.com/deals/1590246-photography-session-with-prints?pos=401
402,"Monogrammed Ring Dish 
• Material: Melamine with commercial-grade vinyl for monogram
• Size: 3"" x 2"" x 1 1/5""
• Choose from a variety of monogra...",1596310,,Monogrammed Ring Dish,$15.99,KABOLILLIE,$19.99,https://www.livingsocial.com/deals/1596310-monogrammed-ring-dish?pos=402
403,"

Your friends and family have megawatt grins, so why not let their smiles light up the walls of your home with a custom-made, gallery-wrapped ca...",1594466,,Personalized Photo-to-Canvas Print - 4 Sizes,$8.99,Fabness,$49,https://www.livingsocial.com/deals/1594466-personalized-photo-to-canvas-print-4-sizes?pos=403
404,"$99.99 ($251.67 value) for a Steak Celebration package
• (2) 6 oz. Grass Fed Organic Filet Mignons
• (2) 6 oz. Grass Fed Organic Top Sirloin Stea...",1601670,,100% Grass-Fed Organic Steak + Free Shipping,$99.99,American Farmers Network,$251.67,https://www.livingsocial.com/deals/1601670-100-grass-fed-organic-steak-free-shipping?pos=404
405,"Offering a variety of classes bound to thrill all experience levels, this 7,000-square-foot Mars locale is the perfect spot to watch your little on...",1226370,Mars,Month of Kids' Tumbling and Cheerleading Classes,$29,Fire and Ice Mars,$60,https://www.livingsocial.com/deals/1226370-month-of-kids-tumbling-and-cheerleading-classes?pos=405
406,"Juice Cleanse
• Three-day JUS and Soup Cleanse
• 1-day JUS Cleanse
• 3-day JUS Cleanse",1599706,,JUS Juice and Soup Cleanse,$89,JUS by Julie,$120,https://www.livingsocial.com/deals/1599706-jus-juice-and-soup-cleanse?pos=406
407,"Just 20 minutes west of Pittsburgh in Imperial, this half-mile track has been hosting some of the biggest names in racing since 1979. Fulfill your ...",1384386,"Imperial, Imperial",Parking + Admission for 2 Adults,$24.99,Pittsburgh's Pennsylvania Motor Speedway,$50,https://www.livingsocial.com/deals/1384386-parking-admission-for-2-adults?pos=407
408,"Personalized Sheer Photo Scarf 
• Material: 100% polyester 
• Measurements: 47"" x 71"" 
• Sheer fabric is slightly see-through
• Add a single la...",1600716,,Personalized Sheer Photo Scarf ,$29.99,Mailpix ,$100,https://www.livingsocial.com/deals/1600716-personalized-sheer-photo-scarf?pos=408
409,"Six-Month Subscription to barre3 Online Kit
• 250+ body-shaping online workouts ranging from 10 minutes to 60 minutes
• Includes one core ball
•...",1596996,,6-Month Subscription to barre3 Online Kit,$39.99,barre3,$79,https://www.livingsocial.com/deals/1596996-6-month-subscription-to-barre3-online-kit?pos=409
410,"The experienced Endermologie By Debbie center in eastern Pittsburgh has been helping area residents look their best since 2000:

• $99 ($290 valu...",1261450,Harmerville,Three Endermologie Treatments,$99,Endermologie By Debbie,$290,https://www.livingsocial.com/deals/1261450-three-endermologie-treatments?pos=410
411,"Monogrammed Yoga Mat 
• Choose from multiple colors and monogram designs
• Personalize with full name or initials",1600576,,Monogrammed Yoga Mat,$24.99,Kabolillie,$69.99,https://www.livingsocial.com/deals/1600576-monogrammed-yoga-mat?pos=411
412,"What You Get
With diet fads always changing, it can be tough to tell food facts from fiction. Arm yourself with the knowledge to make healthy food...",1600390,,Online Diploma Course in Personal Nutrition ,$19.99,Shaw Academy,$1395,https://www.livingsocial.com/deals/1600390-online-diploma-course-in-personal-nutrition?pos=412
413,"About This Service Provider
Psychic and Astrology Roselle Website
_____• $29.99 ($150.00 value) for A. One 45-Minute Tarot Card Reading• $79.99 (...",1599926,Roselle,Tarot Card Reading,$29.99,Psychic and Astrology Roselle,$150,https://www.livingsocial.com/deals/1599926-tarot-card-reading?pos=413
414,"LITEUP200 Solar LED String Lights
• 200 LED lights on a 62"" strand
• Choose clear or multi-color lights
• Two light settings: steady on and flas...",1594660,,LITEUP200 Solar LED String Lights,$24.99,Touch of ECO,$99.99,https://www.livingsocial.com/deals/1594660-liteup200-solar-led-string-lights?pos=414
415,"Graduation announcements, party invitations, birth announcements, and save-the-dates – there are thousands of designs to choose from and many ways ...",1592976,,Personalized Photo Cards,$17.99,PhotoAffections,$65,https://www.livingsocial.com/deals/1592976-personalized-photo-cards?pos=415
416,"Give your favorite person a unique piece of jewelry with a sterling silver mini name necklace.

• One name of up to 10 letters
• 16"" to 18"" link...",1594206,,Sterling Silver Mini Name Necklace,$19.99,Monogram Online,$70,https://www.livingsocial.com/deals/1594206-sterling-silver-mini-name-necklace?pos=416
417,"Personalized Picnic or Stadium Blanket 
• Keeps you cozy outside
• Available in cute designs that look great in every season
• Water resistant, ...",1599566,,Personalized Blanket,$29.99,Embellish Accessories and Gifts,$49.99,https://www.livingsocial.com/deals/1599566-personalized-blanket?pos=417
418,"Personalized Beer Growler
• Size: Holds 64 Ounces
• Color/materials: Amber Glass and rubber-lined white metal cap
• Personalize with engraved na...",1599250,,Personalized Beer Growler,$21.99,Gifts For You Now,$32.98,https://www.livingsocial.com/deals/1599250-personalized-beer-growler?pos=418
419,"Deck of Personalized Playing Cards
• Measurements: 2.5"" x 3.5"" standard poker-size deck
• UV coated for protection
• Simply upload your photos o...",1599560,,Deck of Personalized Playing Cards,$9.99,York Photo,$19.99,https://www.livingsocial.com/deals/1599560-deck-of-personalized-playing-cards?pos=419
420,"Personalized Photo Vinyl Banner
• Material: Heavy-weight vinyl
• Size: 27"" x 75""
• Customization options vary by design",1597720,,Personalized Photo Vinyl Banner,$29.99,Mailpix,$90,https://www.livingsocial.com/deals/1597720-personalized-photo-vinyl-banner?pos=420
421,"Script Monogram Pendant
• Material: Sterling silver, optionally plated with yellow or rose gold
• Size: 7/8""
• Choose up to three letters",1594910,,Script Monogram Pendant,$29.99,monogramhub.com,$99.99,https://www.livingsocial.com/deals/1594910-script-monogram-pendant?pos=421
422,"An iconic name in American business and a legacy that is synonymous with quality, craftmanship, and fine manufacturing, Fuller Brush Company has be...",1593506,, $40 or $100 to Spend on Cooking + Cleaning + Personal Care Products,$20,The Fuller Brush Company,$40,https://www.livingsocial.com/deals/1593506-40-or-100-to-spend-on-cooking-cleaning-personal-care-products?pos=422
423,"Show off your personal monogram with pride when you wear this boldly designed two-inch monogram necklace with a 36"" chain:

• Options: Sterling s...",1593270,,"Sterling 2-Inch Monogram Necklace with 36"" Chain",$29.99,Monogramhub.com,$130,https://www.livingsocial.com/deals/1593270-sterling-2-inch-monogram-necklace-with-36-chain?pos=423
424,"Stamped with your personal monogram, this engravable faux leather cuff bracelet is sure to make a statement:

• Traditional monogram order: first...",1592536,,Engravable Faux Leather Cuff Bracelet,$16.99,Allyanna Gifts,$39.99,https://www.livingsocial.com/deals/1592536-engravable-faux-leather-cuff-bracelet?pos=424
425,"Perfect for a journal, day planner, or place to jot down ideas and reminders, this lovely brown antique-style leather notepad will get you inspired...",1591610,,Brown Antique-Style Leather Notepad,$19.99,Monogramhub.com,$99,https://www.livingsocial.com/deals/1591610-brown-antique-style-leather-notepad?pos=425
426,Take your love of photography to the next level with your choice of Live Photo Academy courses designed to help you enhance your skills or prepare ...,1589426,,Choice of Live Professional Digital Photography Courses,$19.99,Shaw Academy,$395,https://www.livingsocial.com/deals/1589426-choice-of-live-professional-digital-photography-courses?pos=426
427,"CompTIA IT Certification Training
• Perfect for experienced engineers and administrators seeking more knowledge
• Understand Cloud services, mobi...",1601120,,CompTIA IT Certification Training,$59.99,E-Careers LTD,$840,https://www.livingsocial.com/deals/1601120-comptia-it-certification-training?pos=427
428,"Personalized Hot Pads
• Set of two  
• Material: high-quality cork  
• Size: 7"" diameter 
• Can be personalized with your last name (pluralized)",1600000,,Set of 2 Personalized Hot Pads,$12.99,American Laser Crafts,$24.99,https://www.livingsocial.com/deals/1600000-set-of-2-personalized-hot-pads?pos=428
429,"American Sign Language Course
• 50-hour course
• 8 essential modules
• Develop the skills and vocabulary you need to communicate effectively
• ...",1599520,,American Sign Language Course,$29.99,International Open Academy,$299,https://www.livingsocial.com/deals/1599520-american-sign-language-course?pos=429
430,"Create a stunning pendant, bracelet, or pair of earrings -- and take it home, too -- when you sign up for an intro class at this Pittsburgh bead sh...",1400466,Pittsburgh,Beginners' Jewelry-Making Class for 1 or 2,$15,Beads 2 Art,$30,https://www.livingsocial.com/deals/1400466-beginners-jewelry-making-class-for-1-or-2?pos=430
431,"Personalized Luggage Tags
• 1 or 3 luggage tags  
• Choose large (4"" x 2.75"") or small (3.5"" x 1.75"") tags
• Customization options vary by design",1598156,,Personalized Luggage Tags,$11.99,Paper Concierge,$19.95,https://www.livingsocial.com/deals/1598156-personalized-luggage-tags?pos=431
432,"Personalized Monogram Bamboo Cutting Board
• Material: Bamboo
• Size: 11 1/2"" x 8 3/4""
• Customization options vary by design",1597546,,Monogram Bamboo Cutting Board,$24.99,Monogram Online,$59.99,https://www.livingsocial.com/deals/1597546-monogram-bamboo-cutting-board?pos=432
433,"FENCELITE Spring Solar String ICELITES 
• Strand contains 110 LEDs
• High-efficiency solar panel
• Steady and flashing modes
• Weather-resistan...",1594666,,FENCELITE Spring Solar String ICELITES,$19.99,Touch of ECO,$59.99,https://www.livingsocial.com/deals/1594666-fencelite-spring-solar-string-icelites?pos=433
434,"With an environment where students of all abilities are welcome, this studio is the perfect place to learn the fun of dance. Swing by for unforgett...",1564346,Monroeville,Dance Lessons,$74.99,Arthur Murray Dance Centers - Monroeville,$294,https://www.livingsocial.com/deals/1564346-dance-lessons?pos=434
435,"More than 1,700 Facebook likes!

No one can help you sculpt a leaner, sexier bod for long days at the beach than Aubrey Worek, Ms. Fitness Americ...",1376190,Greensburg,Unlimited Fitness Pass or Boot Camp Classes,$45,Aubrey Worek at FitnessEnvi,$89,https://www.livingsocial.com/deals/1376190-unlimited-fitness-pass-or-boot-camp-classes?pos=435
436,"Photo Cushion Cover 
• Material: white satin, zipper enclosure
• Measurements: 16"" x 16""
• Choose any theme, motif, or photo to upload to your c...",1600686,,Photo Cushion Cover ,$15.99,Best Canvas  ,$59.99,https://www.livingsocial.com/deals/1600686-photo-cushion-cover?pos=436
437,"Personalized Drink Coasters 
• Contents: Set of six coasters
• Drag and drop one image or a mix of photos to create a custom set
• Measurements:...",1600680,,Personalized Drink Coasters,$12.99,Mailpix,$28,https://www.livingsocial.com/deals/1600680-personalized-drink-coasters?pos=437
438,"Dry Erase Snapback Billboard Caps
• Choose an orange, pink, light blue, yellow, or purple cap
• Select one or two caps
• Cap size: One size fits...",1600150,,Dry Erase Snapback Billboard Caps,$19.99,Monogram Online,$34.99,https://www.livingsocial.com/deals/1600150-dry-erase-snapback-billboard-caps?pos=438
439,"Spring Garden Collection Mugs
• Fun colors that will pop out in your home
• Great for decorating or hot beverages",1600130,,Spring Garden Collection Mugs,$14.99,Touch of Eco,$49.99,https://www.livingsocial.com/deals/1600130-spring-garden-collection-mugs?pos=439
440,"Edited Photos
• Choose a set of one or five edited photos
• Valid for restoration, adding or correcting of color, retouching, or removal of objects",1600060,,1 or 5 Edited Photos,$11.99,Photo Fixes,$20,https://www.livingsocial.com/deals/1600060-1-or-5-edited-photos?pos=440
441,"Personalized Rolling Pin
• 16.5"" length
• 3"" diameter
• Great for gifting to loved ones",1600006,,Personalized Rolling Pin ,$29.99,American Laser Crafts,$59.99,https://www.livingsocial.com/deals/1600006-personalized-rolling-pin?pos=441
442,"Personalized Father's Day Mug for Dad or Grandpa
• Cool designs that make your loved ones feel special
• Monogramming gives each gift a customize...",1599960,,Personalized Father's Day Mug,$12.99,Monogram Online,$24.99,https://www.livingsocial.com/deals/1599960-personalized-father-s-day-mug?pos=442
